1,974157609.165068,916673136.95
2,244166959.406819,712725753.36
3,260805351.442122,8196544.65
4,-921800380.116867,74205689.07
5,379671694.405301,511904966.84
6,-908440782.869018,470767108.69
7,767506861.934724,873468537.41
8,-612495200.626069,401864977.34
9,922133269.877308,693230692.65
10,273303268.431405,978607471.06
11,871424429.94915,458239249.66
12,35680276.8045341,149516492.76
13,-840714202.045536,170644676.96
14,802720302.654034,332099871.86
15,388602585.225209,63764581.69
16,66701424.3075436,166224942.26
17,-919486271.330437,693081685.16
18,-620195002.571226,432085748.26
19,-146613442.55289,899788600.10
20,345485210.809872,173623893.08
21,570414940.116834,325539285.24
22,-593428108.560918,437273536.31
23,90416325.8371337,951130290.41
24,-264718688.708752,531444724.63
25,565850186.201767,620637884.85
26,-777095204.012275,566731580.65
27,44756972.9122141,536089848.45
28,508490843.23547,183354344.88
29,-896829578.015455,902152046.42
30,964008565.926937,53186107.60
31,-535421358.613951,616583612.35
32,-44712369.9793568,890789953.14
33,831329611.27162,313704479.47
34,-621531051.674653,967766949.80
35,100205756.67467,716909678.29
36,805984006.983023,552787191.31
37,307558796.066701,359857319.38
38,-221808184.885072,646164364.86
39,-702837823.980537,615987960.73
40,-257717790.786037,173224977.50
41,-957151774.599355,538585815.48
42,843531637.712379,695194459.73
43,-966443431.895331,866413375.31
44,-579945804.237886,698183010.25
45,666523762.306846,698989358.41
46,321571798.507695,746349416.80
47,250911179.457716,322394320.17
48,418717303.242364,426341648.34
49,2891030.21517441,269647766.50
50,-111125802.929838,387972045.94
51,-256986204.366381,366317137.28
52,-502969810.661169,645961218.39
53,-357440277.633278,892141444.06
54,29946932.7622825,840949368.51
55,308590214.737849,857169878.46
56,-220030770.474577,16879946.77
57,356655290.530273,805888274.99
58,-15067073.8041645,804829307.76
59,837747404.757589,39435559.03
60,-717245209.538077,552221240.29
61,623509888.935928,848491741.34
62,-299555639.637954,821166587.74
63,-251549915.244082,848052372.71
64,-574016310.076078,551415847.85
65,233477550.591902,606098969.72
66,65884600.6511085,894000396.13
67,123784494.129041,145421654.76
68,445693920.813782,372352185.19
69,-628743518.429455,652294711.45
70,353862229.674243,424192479.32
71,418213467.066725,620627644.74
72,-304433682.901758,550108313.99
73,-587653903.806648,410428403.55
74,711647665.833979,753682714.16
75,-916145868.276953,780744850.22
76,-566750725.936218,16316035.56
77,-232867999.34432,520959377.64
78,-456744642.902641,169152926.94
79,-664580004.710182,9135039.47
80,-939038224.842548,777661171.46
81,157865944.15047,551211521.53
82,-193292425.177123,336548471.35
83,633724296.491648,412130087.95
84,786995995.203012,99656716.65
85,-899181513.939815,352982277.69
86,154564623.907661,723323633.11
87,-951602816.532068,381764919.57
88,649688856.287466,130165524.88
89,890772479.317094,642247922.07
90,25140991.4868206,157089064.56
91,-361736809.830689,825584833.78
92,370457214.215269,48997928.96
93,-619678200.63619,415807778.97
94,608939682.085558,886368246.67
95,-145706581.557603,505296849.94
96,-117775303.229458,526804344.53
97,-277034449.472345,8497463.58
98,121527325.033502,132754220.56
99,806191454.792294,372971496.41
100,-835847005.056656,423585747.81

